,Dynamic Sharpe,60/40 Sharpe,Equal Sharpe,Dynamic Volatility,60/40 Volatility,Equal Volatility
2016-12-12,0.1610600769282153,0.3964344289384342,0.07165552103615583,8.063673024997756,7.678168234395971,5.441948472478611
2016-12-13,0.2539252021260525,0.4945271523598087,0.1997065792833888,8.095974920191983,7.691293920881742,5.437341546703226
2016-12-14,0.14932840674616224,0.3184994333089989,0.04017872917215825,8.116119076892815,7.7446164068593335,5.495011638186095
2016-12-15,0.06771654458077307,0.27581139228768137,-0.08780489547137135,8.085966043878797,7.718654029504567,5.4655572274967
2016-12-16,0.11969711528079019,0.3102680125861812,0.025548535723434452,8.06582373975067,7.706186039228334,5.429222222727753
2016-12-19,0.2699214324748658,0.4960885084616594,0.1442107401087842,8.029273595196145,7.673368304206747,5.442342265257662
2016-12-20,0.22323763758006734,0.43794667580231966,0.03131525277545147,8.012585404324648,7.659925337345237,5.422123918753483
2016-12-21,0.1879573827613956,0.40638940540240787,0.04209367531293044,8.010839825927112,7.656682492938466,5.42226502641161
2016-12-22,0.12479141213110145,0.32685560839206856,-0.005705191044402745,8.008823343939879,7.648371329248251,5.423978139624059
2016-12-23,0.12517305255290667,0.33203043331234555,-0.02117416232712157,8.00885780483815,7.649016007171608,5.421426411441659
2016-12-27,0.1659779004817432,0.3371253802845,0.028543238572848285,8.013719241217188,7.648884261653604,5.420809008108049
2016-12-28,0.05785978359758313,0.314312722395645,0.01222447862741659,8.02138763458084,7.652200719865368,5.420913701292967
2016-12-29,0.12625458721097194,0.3928339313280232,0.1455299002447398,8.006417914033799,7.636896052341732,5.412848194071071
2016-12-30,0.1259875071654013,0.42808946819002036,0.15077689788503434,8.006567263429433,7.625770122053012,5.411338413872012
2017-01-03,0.3352971002518313,0.5834653560339476,0.26083467698410906,7.96780932083134,7.626446724780391,5.426343993499834
2017-01-04,0.4111790248406589,0.6569432877965092,0.3286417978746663,7.9795062444121365,7.640674094718274,5.435072772742957
2017-01-05,0.493579170315386,0.7602004054134267,0.4203912827991889,7.978598988521892,7.654983429625818,5.476263923262559
2017-01-06,0.7886193633363061,0.9371314736728684,0.5091229202886514,7.783460409683837,7.522884753240869,5.440024557781064
2017-01-09,0.8586074885329487,1.0200126813079433,0.6217060771109072,7.769026083968463,7.504610155589433,5.44135617702258
2017-01-10,0.8827085018566019,1.068951680028849,0.695558262338274,7.768003142549267,7.492719375824416,5.430827326132025
2017-01-11,0.7943715035419847,0.977033639201284,0.637246735070836,7.714134682996579,7.428699222705376,5.4086833279276725
2017-01-12,1.0303105158612917,1.1090568123265023,0.7654642056761395,7.503598992988383,7.341276700246903,5.361098839116763
2017-01-13,0.9293995923798067,1.022792473817265,0.7381390319556259,7.4419216574434,7.320950893373493,5.359516123921596
2017-01-17,1.119130730310148,1.1496056888490225,0.881360776942564,7.298681315242295,7.285958342884415,5.356924061547449
2017-01-18,1.1191227004501254,1.1012623106792334,0.8062652418851513,7.298681358736096,7.298190043590392,5.375771915964716
2017-01-19,1.1001127675941842,1.080271870618866,0.7140992851288311,7.3025068378483935,7.3075147160285265,5.38080477012667
2017-01-20,1.1357348229548772,1.090773451682507,0.7421421831272926,7.30480347665324,7.308089288955796,5.381249235541583
2017-01-23,0.9533198784339625,0.987408013860841,0.6924842477650038,7.1557700599331255,7.238984504086392,5.356991685744245
2017-01-24,1.1325629870770015,1.1045605140960997,0.7195587235543529,7.120896640130152,7.200839152786036,5.353083192796162
2017-01-25,1.1347795481369558,0.996627827088654,0.5886632395221638,7.122424542043487,7.157687684028911,5.325564347473279
2017-01-26,1.3449430479672269,1.105197299248382,0.6774249846516553,6.993292011454974,7.122118155513204,5.297186458227151
2017-01-27,1.2506462759437647,1.0614952026426447,0.6665506319976775,6.95767381923048,7.1147927807478375,5.29577339666499
2017-01-30,0.9596120126885145,0.7625820088067566,0.43313587512815926,6.815643835738563,6.918321467840029,5.199749666052444
2017-01-31,0.9566832989756299,0.8225868547769211,0.4822135286206791,6.815809196785237,6.919909441322507,5.210589605309561
2017-02-01,1.1315004229570693,0.8423544164871248,0.5106350548411704,6.76210590476563,6.9136321362703566,5.205834325796705
2017-02-02,1.1479314680256378,0.8419554858559993,0.520151308847212,6.760383335188013,6.913638087097701,5.2062428502814075
2017-02-03,1.192086309904252,0.8569887778996557,0.49297799308388635,6.769320123390137,6.9183757013235025,5.199254125068875
2017-02-06,1.472308117808926,1.0509751310909126,0.6930377956592391,6.579414246,6.822492388464902,5.173935994638817
2017-02-07,1.5884236766518363,1.087915540780492,0.6811858796329381,6.554855575704921,6.82711361573385,5.17177768819167
2017-02-08,1.6363227305602415,1.1677413503311145,0.7819073852786359,6.554125048418891,6.8511594673804606,5.188698606270751
2017-02-09,1.6458776609779682,1.1086077032295534,0.6571455465004519,6.555936546282302,6.848274569369325,5.1863252338289385
2017-02-10,1.7060915877838099,1.2173257915405633,0.5680565528454434,6.557482315330922,6.827768623243929,5.153277671167969
2017-02-13,1.6788213441354365,1.168250865912143,0.5527983757930371,6.543031131019281,6.810561728331935,5.153265406188883
2017-02-14,1.5829903098537452,1.0789502825070347,0.5620728936979216,6.483266538969589,6.790290769817108,5.152315408537417
2017-02-15,1.5090156192096071,0.9959184593043281,0.475300075308779,6.425666524787831,6.756370313490143,5.120805333277889
2017-02-16,1.5676050781624629,0.9849803092104173,0.4372725050251071,6.414117571149314,6.75454451382753,5.108620907164458
2017-02-17,1.6008493308677585,1.0322717903657181,0.48741142295570994,6.4186367992552205,6.760615441296741,5.1107844800924065
2017-02-21,1.5542104550083582,0.9563143568656383,0.4816654248923676,6.3889148864043275,6.717535897189676,5.109936546117948
2017-02-22,1.6844950871187871,1.0526022085102211,0.5232030446064662,6.339536904662105,6.686577186047849,5.107501573607142
2017-02-23,1.6067600536052717,1.0475394431463214,0.5106788491572385,6.331264980484784,6.685883122610019,5.104911458315348
2017-02-24,1.5498859991143483,1.0006386968188694,0.49332675002604304,6.308619632886779,6.651947640663752,5.096732126308304
2017-02-27,1.5967069994148182,1.061677489115871,0.5405249166112363,6.301794244280417,6.6300999779780465,5.080763405208566
2017-02-28,1.6212181977789357,1.105940223153306,0.5249166879865128,6.293447226028966,6.62147872500713,5.081106704853121
2017-03-01,1.5783091341663307,1.031279413231433,0.4540750170497465,6.235391357293018,6.59138472718276,5.071437210562888
2017-03-02,1.4829813069894664,0.8844292355715621,0.30071760716271556,6.26153772090939,6.603868729011967,5.096027785722121
2017-03-03,1.497693388936258,0.8493604249093231,0.24033770336113638,6.261879188506472,6.5958011887149155,5.082001421374675
2017-03-06,1.4673235185874152,0.8012132622266099,0.21314746968711717,6.2671123677763285,6.607696671179772,5.088219178147557
2017-03-07,1.4764438647520288,0.7493383572549821,0.16652374465183567,6.264584824607615,6.616323924708313,5.097280113603857
2017-03-08,1.5191180247686165,0.7322996796106893,0.1353742944791328,6.255188654332317,6.621434043712653,5.103673574413137
2017-03-09,1.4922402751094985,0.6869455948633896,0.11352398162849138,6.2535267263499605,6.627310691787942,5.107969209420262
2017-03-10,1.5682468659101656,0.7566428757238864,0.1417576343400713,6.258238392540798,6.63309889480287,5.113015028653001
2017-03-13,1.4645953288963323,0.6409668855997013,0.11240734223671497,6.218440236878515,6.617624155267883,5.114764965704281
2017-03-14,1.4160875482169726,0.6278352141846419,0.12139869241074262,6.225058273126996,6.6179846100035356,5.113502075359709
2017-03-15,1.5332953524339574,0.7801874505048814,0.29967904563941844,6.2645047689238105,6.688029646902359,5.1947392651493836
2017-03-16,1.4223651052345339,0.6630763710111305,0.12777868866649972,6.246160862234835,6.683679274190288,5.14027000262791
2017-03-17,1.4015023811648974,0.6049910593870466,0.13578373047117698,6.246533447319872,6.6649313131343675,5.141233960819936
2017-03-20,1.3833259913187639,0.5734816924535083,0.1509895459134761,6.245569490223654,6.6591125164734075,5.1432854289594605
2017-03-21,1.1732491858189402,0.5392471948395986,0.1671705516277716,6.350384982729472,6.671261519653992,5.1403140462718575
2017-03-22,1.2324630036581372,0.5900793072908143,0.21597834885481174,6.3617292236773855,6.6763369339906,5.147631007731191
2017-03-23,1.2482746677313155,0.5639308205944833,0.26172845223094326,6.3577000642320165,6.678029286539143,5.135821016333853
2017-03-24,1.2656547875070892,0.58039698373968,0.2965504960625292,6.357266577764445,6.678242098834519,5.136062090362077
2017-03-27,1.2784988120534984,0.5851754942175267,0.32563563328112816,6.357168405496432,6.678592749834166,5.139842252739837
2017-03-28,1.2200565159767582,0.46962183638052524,0.12087611700253277,6.313886188395054,6.613292905953061,5.036949443219014
2017-03-29,1.2333269708300079,0.5381817312856669,0.23360332538432513,6.316711706376832,6.615889837579722,5.03541853059005
2017-03-30,1.253610160812231,0.4971978584956829,0.14925819291472514,6.31723966635533,6.617031096719693,5.038283502755949
2017-03-31,1.191138686467811,0.41742509100119585,0.1198057812506156,6.312574872480964,6.599463197317661,5.034593953572153
2017-04-03,1.24874619652975,0.4880213347748966,0.21916256260752964,6.303789463574798,6.602000927392051,5.038969057491366
2017-04-04,1.284753555137279,0.4861591420447072,0.1823857630806418,6.301284584285948,6.602372831785532,5.03795663103345
2017-04-05,1.162937109490919,0.42355334606712847,0.13832961075370676,6.286346328268115,6.594509086821828,5.035441650933246
2017-04-06,1.215308903474892,0.4755322885887033,0.11208554249095258,6.277949941506662,6.589900091520895,5.035175560962706
2017-04-07,1.211520173936186,0.45537643847593623,0.11159645250457831,6.278358318780035,6.593609866373795,5.035245673471754
2017-04-10,1.2054621099987126,0.5181450020848455,0.11842373847832367,6.27813046125356,6.592699240977251,5.035903947604107
2017-04-11,1.1564563450957472,0.5221523974205815,0.17496257552244543,6.271092009210245,6.593780499809888,5.049360804850058
2017-04-12,1.0695119646941134,0.40494491062505367,0.14825321028428978,6.264557259543054,6.55511547483633,5.04460442803247
2017-04-13,1.086107819382022,0.39281954771502714,0.22119779652595922,6.259371483540699,6.558169532931678,5.0308762990448574
2017-04-17,1.1506056774444569,0.412423886267465,0.20098932721479043,6.2782731414212005,6.564472212124439,5.027057212166426
2017-04-18,1.1152561043539257,0.42643835829430576,0.24826575460155753,6.275389003189059,6.568292300289364,5.036090781316937
2017-04-19,1.077781405992493,0.3660733800836575,0.16484039522298907,6.2773815042978605,6.577827391391046,5.044912838846669
2017-04-20,1.1935978307999486,0.4754410867254319,0.2720329705650335,6.294928044486135,6.571931089915842,5.035486502626455
2017-04-21,1.1922473952865522,0.5337189276671628,0.3045221263921514,6.295049482324516,6.5489054630916925,5.032356657136426
2017-04-24,1.4400772697720963,0.61818284261226,0.4389589717131531,6.268868462127737,6.561528624187616,5.003025892931952
2017-04-25,1.480043135491376,0.6388505110782804,0.40147367976675286,6.272170287741314,6.5567622639261245,5.010008936763629
2017-04-26,1.503493893340128,0.68076133319875,0.46013915476223927,6.269875429422019,6.557255569756544,5.011043051860578
2017-04-27,1.5540922799703134,0.6087342690928106,0.4298110009536515,6.272113612026063,6.539002238785079,5.007505778315544
2017-04-28,1.5833492008573173,0.6620059233388126,0.4325793122579165,6.2702089755640955,6.526214015035478,5.007718635366262
2017-05-01,1.624820765597504,0.6682436557252122,0.3656913131242269,6.278961433208406,6.524771723707589,5.008116223405723
2017-05-02,1.6009571733974581,0.6919598456037587,0.39482718296836233,6.276130206796855,6.527545528034688,5.0098852800831395
2017-05-03,1.6040158362192427,0.6884343849151157,0.3282305532998552,6.274996182023271,6.527787791420659,5.023181773764435
2017-05-04,1.6707311724184981,0.686824810495948,0.3116527994481741,6.256880959180256,6.528035302678836,5.027221699489441
2017-05-05,1.7224392685133525,0.6894018066852338,0.32085942571356874,6.263705037369535,6.528644497043675,5.028491603174259
2017-05-08,1.665985593323768,0.6465989492677572,0.25539693620627557,6.252204783924337,6.53388159231367,5.028513992952035
2017-05-09,1.7540704868989716,0.6109497019853103,0.2769041358716478,6.230663768493787,6.532943080468801,5.025075955075873
2017-05-10,1.6669791071330016,0.5094212052449439,0.1853590178152883,6.197578053289995,6.493712191923852,5.003907371694861
2017-05-11,1.6739421529110075,0.5433581834153657,0.19958713209470777,6.196507100492419,6.485038611831693,5.003592673139542
2017-05-12,1.75988630831807,0.5998657208180391,0.32352139867509516,6.177047179278026,6.484304766618136,4.99818510479753
2017-05-15,1.8277202225227949,0.6554636486528749,0.3307504702585752,6.186095814818045,6.484815590738455,4.998841471418032
2017-05-16,1.7844776374405615,0.6327381329960267,0.33855900184796395,6.172856424428306,6.48167691870791,5.000174333510097
2017-05-17,1.5237702697361524,0.632711200435155,0.39425746990261595,6.405562136999289,6.481690488848839,4.989374490380717
2017-05-18,1.693874830381066,0.7653062149168128,0.5416013042580222,6.387954215829418,6.459664956352136,4.946303556602719
2017-05-19,1.812078461980078,0.8436090200550231,0.6183112148329056,6.396793073041729,6.4747252474422385,4.952552135531415
2017-05-22,1.84084216921132,0.8115381962389009,0.6043088978884191,6.412365464335807,6.465924329503596,4.949208218803518
2017-05-23,1.8732526053652225,0.7888932285263216,0.5697036759129701,6.409412221317541,6.46820337885416,4.954589350954663
2017-05-24,1.8831824429123258,0.7551792893189833,0.6048390422390113,6.412132059955724,6.452337361641221,4.961891885892081
2017-05-25,1.9299779757349498,0.7619037374812608,0.6229675911916064,6.430182996936409,6.454015207962162,4.964553618155622
2017-05-26,1.9440764361558849,0.7361630923051588,0.6361206369980361,6.430910965217816,6.451276589593149,4.9665597199917
2017-05-30,1.9482158708046768,0.727931025058479,0.6603754681401833,6.430479984896594,6.450123443183004,4.966208508133238
2017-05-31,1.9240667514849668,0.7440213868954676,0.6558134940056709,6.429798562729855,6.4500958131696855,4.965789629630713
2017-06-01,2.0057973451679185,0.7729403160563576,0.681970338415881,6.446417715721157,6.460594855180907,4.9686002957744035
2017-06-02,2.096468968158642,0.801931485370909,0.7605356701012568,6.480841559783849,6.477216983882007,5.00296126897336
2017-06-05,1.9461565785355561,0.6971794407742368,0.5883964156625967,6.398194856891229,6.476046054863728,4.954372348241236
2017-06-06,1.8937074535749057,0.7001171380763053,0.635837633166564,6.403912452009034,6.475992647063217,4.957709232162626
2017-06-07,1.9311797710825427,0.6583504907884893,0.6059652119302297,6.404681692564805,6.475090730013916,4.959600859497072
2017-06-08,1.8339771494681316,0.5843355973922029,0.48664810098088246,6.375130861589443,6.464965626936281,4.945691960970998
2017-06-09,1.5655758765808998,0.5336019921620102,0.3168674705449103,6.517625699323334,6.465913235505491,4.988730293920946
2017-06-12,1.551505667398313,0.5893241754651626,0.3177817656495378,6.521321764115139,6.453198650944822,4.988591441371771
2017-06-13,1.6351323536065874,0.6803682224412663,0.3729298540681203,6.543170792842733,6.450830223743975,4.99306985412974
2017-06-14,1.5850764230271992,0.7843848108453239,0.4117771467332931,6.553150994198745,6.4678299255721186,4.994779606269461
2017-06-15,1.4930019247642496,0.7455300139489572,0.3266679815798278,6.561190021139667,6.471308067158095,4.998944962211161
2017-06-16,1.5059141599279002,0.703139851515977,0.32111555771742156,6.557792946657824,6.462685970583147,4.999080196655078
2017-06-19,1.635128394068066,0.8455723618416287,0.403656909381363,6.631412786589773,6.455236798363201,4.997249262755229
2017-06-20,1.5363150319452512,0.8448636983847495,0.4162846973754263,6.670744768149837,6.455296348062624,4.995472049592369
2017-06-21,1.7142594245378928,0.8575862804080446,0.5359184306619376,6.642139050775187,6.4551447897760434,4.986036198895519
2017-06-22,1.71713490098724,0.871982432595274,0.5540771609499444,6.641941558382741,6.454801784211489,4.986507822001334
2017-06-23,1.731327366923258,0.8319654969096844,0.5732344060307882,6.644294135342207,6.448786757025728,4.988187175801344
2017-06-26,1.6039430320167631,1.0546779108913003,0.5055630988718222,6.63078132150073,6.342311468022366,4.988081392219436
2017-06-27,1.4610054359118863,0.9157020062908365,0.3686634385220661,6.727993984921652,6.412686967584315,5.03333651024473
2017-06-28,1.5472563626614917,0.8092775339583662,0.33384927052053925,6.794221261840648,6.324613173241085,5.018804293923439
2017-06-29,1.2414580403054478,0.5583346217994687,0.09921232451190864,6.88156973347171,6.352921078890443,5.057671755507258
2017-06-30,1.1531783631519898,0.4146964092896371,-0.03740439640809127,6.848703034411334,6.283881244420278,5.023943003406658
2017-07-03,1.0090365887944663,0.30417234088709155,-0.27725042724594307,6.8666240834116365,6.249976293140583,5.014829919563864
2017-07-05,1.0980183586640972,0.3175047358793307,-0.2641438393781627,6.886981721813459,6.2510891001763325,5.017984338113762
2017-07-06,0.9110874285563033,0.10753216692395215,-0.4290318256777602,6.931380919173537,6.303605531812538,5.029618446732232
2017-07-07,1.0026306872810657,0.13723686639963717,-0.4208286200761609,6.959839910164481,6.304642742474529,5.029274073167808
2017-07-10,0.9357368313112067,-0.03100216462748886,-0.5354389535975287,6.918438899218048,6.1968839308508645,4.976888515738452
2017-07-11,0.9551571430582547,-0.004381498241896366,-0.4617880973950135,6.918380761760012,6.194899331486435,4.97105829310855
2017-07-12,1.08862617416703,0.14864106983613876,-0.25893610898084074,6.970654219178704,6.230355069804203,4.979119370253391
2017-07-13,1.0982171470459017,0.050516551882821954,-0.3496356326091377,6.971399471255148,6.2169356737297,4.96843418132469
2017-07-14,1.172350152726761,0.1437296610247909,-0.2199768748415574,6.99679699653413,6.218780712624555,4.976817823181439
2017-07-17,1.2169481164009632,0.22931882280547264,-0.12427387308197224,6.990667525821735,6.203225256821007,4.966903958305084
2017-07-18,1.2331672156032563,0.27020040997536376,-0.06866283107776305,6.995529307516607,6.212731684674948,4.983234833279586
2017-07-19,1.3075358228749963,0.29820794028354153,-0.047549550511561,7.009668826043852,6.219242961745512,4.985831653833644
2017-07-20,1.2855570145410302,0.31615249189854694,-0.004346075702157101,7.006965834489742,6.220372543324198,4.985033621949826
